table,dgp,rep,seed,theta_seed,n,d,p,m_min,m_max,method,solver,init,S,S_effective,optimizer,lr,lambda,epochs,batch_size,device,n_workers,time_total,time_per_iter,time_per_epoch,init_time,final_loss,mse,status,error,timestamp
1,A,0,1000,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,38.67747657999999,3.407128187999999,,4.606194700000003,,0.032121348921344176,ok,,2026-01-26T01:40:37.331174
1,A,1,1001,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,38.796906603000025,3.434778622400003,,4.449120378999993,,0.03303904095282443,ok,,2026-01-26T01:41:16.449052
1,A,2,1002,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,38.14086943800004,3.3502564739000036,,4.6383046990000025,,0.03316242422675574,ok,,2026-01-26T01:41:55.682693
1,A,3,1003,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,39.058790895000016,3.460624387399997,,4.4525470210000435,,0.03292514824568611,ok,,2026-01-26T01:42:34.259953
1,A,4,1004,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,41.339765581999984,3.6844159582999962,,4.49560599900002,,0.04139145251292233,ok,,2026-01-26T01:43:13.752209
1,A,5,1005,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,37.18107409200002,3.257860779500004,,4.602466296999978,,0.03235496105754405,ok,,2026-01-26T01:43:55.524851
1,A,6,1006,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,39.65432038900002,3.538426209099998,,4.270058298000038,,0.04015269341049201,ok,,2026-01-26T01:44:33.172753
1,A,7,1007,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,37.998715362999974,3.3536441183999957,,4.462274179000019,,0.04114434839608927,ok,,2026-01-26T01:45:13.264722
1,A,8,1008,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,40.842700570000034,3.635896743400008,,4.483733135999955,,0.03813215838194834,ok,,2026-01-26T01:45:51.699374
1,A,9,1009,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,54.209365649000006,4.940008314800002,,4.809282500999984,,0.027218949426718597,ok,,2026-01-26T01:46:32.980841
1,A,10,1010,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,42.177187473000004,3.7539335691999893,,4.6378517810001085,,0.03497433780266434,ok,,2026-01-26T01:47:27.625340
1,A,11,1011,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,39.97489369599998,3.4975162179999986,,4.999731515999997,,0.03975752971357917,ok,,2026-01-26T01:48:10.248576
1,A,12,1012,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,40.14296917200011,3.5013620840000157,,5.1293483319999496,,0.03228939180616688,ok,,2026-01-26T01:48:50.656335
1,A,13,1013,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,39.408831641000006,3.4441122327000016,,4.96770931399999,,0.03393533061641999,ok,,2026-01-26T01:49:31.241337
1,A,14,1014,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,39.739298169999984,3.5002058670999987,,4.7372394989999975,,0.03462306405286797,ok,,2026-01-26T01:50:11.088104
1,A,15,1015,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,39.292214436999984,3.43619657779999,,4.930248659000085,,0.03469047334125305,ok,,2026-01-26T01:50:51.270802
1,A,16,1016,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,44.77367471800005,4.040366358100016,,4.370011136999892,,0.03711686704748481,ok,,2026-01-26T01:51:30.998326
1,A,17,1017,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,89.955212727,8.552096838600004,,4.434244340999953,,0.03207168139616942,ok,,2026-01-26T01:52:16.195663
1,A,18,1018,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,38.387494645999936,3.3981531337999855,,4.405963308000082,,0.03466149657046887,ok,,2026-01-26T01:53:46.592153
1,A,19,1019,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,43.37527078099993,3.8680552058000104,,4.6947187229998235,,0.037831795508069505,ok,,2026-01-26T01:54:25.416246
1,A,20,1020,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,38.92194859999995,3.4594725212999946,,4.327223387000004,,0.03873025009411564,ok,,2026-01-26T01:55:09.227359
1,A,21,1021,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,37.10253783600001,3.2845491201000185,,4.257046634999824,,0.034545498261405364,ok,,2026-01-26T01:55:48.590243
1,A,22,1022,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,41.608941034000054,3.7127518707000036,,4.481422327000018,,0.03215925861273306,ok,,2026-01-26T01:56:26.131743
1,A,23,1023,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,38.237628905000065,3.357232852600009,,4.665300378999973,,0.03381448571791681,ok,,2026-01-26T01:57:08.173902
1,A,24,1024,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,38.39391042399984,3.3893421579000007,,4.500488844999836,,0.030764500880188717,ok,,2026-01-26T01:57:46.842987
1,A,25,1025,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,38.196757570000045,3.321572382499994,,4.981033745000104,,0.027588185527449495,ok,,2026-01-26T01:58:25.669493
1,A,26,1026,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,40.092986756999835,3.5709134859999723,,4.383851897000113,,0.036441833835449064,ok,,2026-01-26T01:59:04.311047
1,A,27,1027,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,39.95871505800005,3.5793335157999993,,4.165379900000062,,0.03907552985102059,ok,,2026-01-26T01:59:44.873776
1,A,28,1028,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,36.72855617899995,3.23448619159999,,4.383694263000052,,0.0366634583294188,ok,,2026-01-26T02:00:25.276347
1,A,29,1029,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,39.85703452600001,3.4982058101999884,,4.874976424000124,,0.030668341010575785,ok,,2026-01-26T02:01:02.439984
1,A,30,1030,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,40.26542434099997,3.5920330637000006,,4.345093703999964,,0.040704060835558685,ok,,2026-01-26T02:01:42.728606
1,A,31,1031,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,38.35773306700003,3.348613146599996,,4.871601601000066,,0.031745804034308524,ok,,2026-01-26T02:02:23.447536
1,A,32,1032,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,40.270718691999946,3.5990326694999792,,4.280391997000152,,0.03936902556410053,ok,,2026-01-26T02:03:02.252592
1,A,33,1033,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,69.25012785099989,6.420021625899994,,5.049911591999944,,0.03347367093465429,ok,,2026-01-26T02:03:42.962220
1,A,34,1034,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,40.51449155599994,3.5754310983000095,,4.760180572999843,,0.036066609616747,ok,,2026-01-26T02:04:52.640069
1,A,35,1035,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,37.7538250839998,3.3088509322999697,,4.665315761000102,,0.03769513194253852,ok,,2026-01-26T02:05:33.591963
1,A,36,1036,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,35.719986798000036,3.090217957300001,,4.817807225000024,,0.031740482559033875,ok,,2026-01-26T02:06:11.789539
1,A,37,1037,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,37.35035477300016,3.287790464300019,,4.47245012999997,,0.031842574312631794,ok,,2026-01-26T02:06:47.943081
1,A,38,1038,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,42.15419381400011,3.7227200209000104,,4.926993605000007,,0.03278689992999979,ok,,2026-01-26T02:07:25.742859
1,A,39,1039,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,39.22948771899996,3.464656221899986,,4.582925500000101,,0.0332851982505964,ok,,2026-01-26T02:08:08.340164
1,A,40,1040,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,35.219470129,3.088478681000015,,4.334683318999851,,0.034900167628650794,ok,,2026-01-26T02:08:47.998898
1,A,41,1041,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,40.969314711999914,3.674127952699996,,4.228035184999953,,0.03761848427125419,ok,,2026-01-26T02:09:23.658146
1,A,42,1042,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,37.57830115900015,3.317762497500007,,4.400676184000076,,0.037819910542406424,ok,,2026-01-26T02:10:05.075467
1,A,43,1043,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,38.66087578399993,3.4309052207999913,,4.351823576000015,,0.03387134374174157,ok,,2026-01-26T02:10:43.088880
1,A,44,1044,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,42.569082653999885,3.814753960300004,,4.421543050999844,,0.03089711318160229,ok,,2026-01-26T02:11:22.189665
1,A,45,1045,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,37.978207913999995,3.338507784999956,,4.593130064000434,,0.03814192652712751,ok,,2026-01-26T02:12:05.201568
1,A,46,1046,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,38.306026486000064,3.357157823699981,,4.734448249000252,,0.041459943007812035,ok,,2026-01-26T02:12:43.618929
1,A,47,1047,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,37.62647535999986,3.268915375899951,,4.937321601000349,,0.03854438778934283,ok,,2026-01-26T02:13:22.367466
1,A,48,1048,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,39.99935466199986,3.5618326335999884,,4.381028325999978,,0.04083227725302491,ok,,2026-01-26T02:14:00.419397
1,A,49,1049,1233,1000,250,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,36.85584623600016,3.2338380408000376,,4.517465827999786,,0.03642124946389522,ok,,2026-01-26T02:14:40.853874
