table,dgp,rep,seed,theta_seed,n,d,p,m_min,m_max,method,solver,init,S,S_effective,optimizer,lr,lambda,epochs,batch_size,device,n_workers,time_total,time_per_iter,time_per_epoch,init_time,final_loss,mse,status,error,timestamp
1,A,34,1034,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,20,20,,,,,,,28,397.7520371119972,18.768958179399853,,22.37287352400017,,0.0976072106858607,ok,,2026-01-26T12:34:24.952782
1,A,35,1035,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,20,20,,,,,,,28,433.8917566780001,20.651281742199718,,20.866121834005753,,0.03138373608138667,ok,,2026-01-26T12:41:03.153873
1,A,36,1036,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,20,20,,,,,,,28,391.36684394199983,18.544965031299945,,20.467543316000956,,0.05396561504755924,ok,,2026-01-26T12:48:17.510199
1,A,37,1037,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,20,20,,,,,,,28,398.06645780099643,18.86708849414972,,20.72468791800202,,0.02393009219781807,ok,,2026-01-26T12:54:49.336235
1,A,38,1038,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,20,20,,,,,,,28,391.8110408979992,18.438221221799903,,23.04661646200111,,0.04416958549964038,ok,,2026-01-26T13:01:27.884544
1,A,39,1039,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,20,20,,,,,,,28,388.4763217180007,18.39093502504984,,20.657621217003907,,0.03251349701623668,ok,,2026-01-26T13:08:00.153380
1,A,40,1040,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,20,20,,,,,,,28,386.2214399650038,18.28645172755023,,20.492405413999222,,0.040701960506164196,ok,,2026-01-26T13:14:29.089101
1,A,41,1041,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,20,20,,,,,,,28,397.7773401500017,18.87591735775022,,20.258992994997243,,0.0327576424178514,ok,,2026-01-26T13:20:55.775009
1,A,42,1042,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,20,20,,,,,,,28,400.48142077599914,19.043125580299964,,19.618909169999824,,0.032057317369840695,ok,,2026-01-26T13:27:34.024090
1,A,43,1043,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,20,20,,,,,,,28,404.0103986480026,19.200595508300104,,19.99848848200054,,0.045081619039795885,ok,,2026-01-26T13:34:14.970955
1,A,44,1044,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,20,20,,,,,,,28,405.3682989860026,19.186898792600186,,21.6303231339989,,0.07011071411109264,ok,,2026-01-26T13:40:59.453124
1,A,45,1045,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,20,20,,,,,,,28,387.3734549829969,18.341450776000055,,20.544439462995797,,0.03494558021615356,ok,,2026-01-26T13:47:45.282852
1,A,46,1046,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,20,20,,,,,,,28,400.4876857920026,19.001817585200115,,20.451334088000294,,0.05761685127882955,ok,,2026-01-26T13:54:13.120393
1,A,47,1047,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,20,20,,,,,,,28,400.86534905900044,19.040728697850135,,20.050775101997715,,0.046365369666526136,ok,,2026-01-26T14:00:54.149942
1,A,48,1048,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,20,20,,,,,,,28,406.7218130850015,19.312644130150147,,20.46893048199854,,0.07527921196892214,ok,,2026-01-26T14:07:35.481208
1,A,49,1049,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,20,20,,,,,,,28,401.99908104999486,19.115880703649964,,19.68146697699558,,0.07336690430723054,ok,,2026-01-26T14:14:22.668366
