table,dgp,rep,seed,theta_seed,n,d,p,m_min,m_max,method,solver,init,S,S_effective,optimizer,lr,lambda,epochs,batch_size,device,n_workers,time_total,time_per_iter,time_per_epoch,init_time,final_loss,mse,status,error,timestamp
1,A,14,1014,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,201.9393802020022,18.16025554530024,,20.33682474899979,,0.0998112909393701,ok,,2026-01-26T06:46:42.364661
1,A,15,1015,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,203.80448709999837,18.36709503179991,,20.133536781999283,,0.07581738548244465,ok,,2026-01-26T06:50:04.761117
1,A,16,1016,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,210.81486208299975,19.11386274689976,,19.67623461400217,,0.10703948298946507,ok,,2026-01-26T06:53:29.027939
1,A,17,1017,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,203.27109204600129,18.402608744600002,,19.245004600001266,,0.06195749131825669,ok,,2026-01-26T06:57:00.292110
1,A,18,1018,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,206.99957524899946,18.641835198999615,,20.58122325900331,,0.0888318031223962,ok,,2026-01-26T07:00:24.021198
1,A,19,1019,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,206.80556054599947,18.66889648719989,,20.116595674000564,,0.08359955541526094,ok,,2026-01-26T07:03:51.481115
1,A,20,1020,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,208.84285613199972,18.919272989299863,,19.65012623900111,,0.05571088830950408,ok,,2026-01-26T07:07:18.738007
1,A,21,1021,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,207.7472178550015,18.758019866200264,,20.16701919299885,,0.09689063649483236,ok,,2026-01-26T07:10:48.034984
1,A,22,1022,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,208.5540338360006,18.808465416600303,,20.46937966999758,,0.08427549392892722,ok,,2026-01-26T07:14:16.233608
1,A,23,1023,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,208.09142740899915,18.873601640199922,,19.35541100699993,,0.08248399506222297,ok,,2026-01-26T07:17:45.240748
1,A,24,1024,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,207.8309205959995,18.82023362430009,,19.628584352998587,,0.08388905064104563,ok,,2026-01-26T07:21:13.783851
1,A,25,1025,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,207.06698037899696,18.753164791199744,,19.535332466999535,,0.08657089757839974,ok,,2026-01-26T07:24:42.100399
1,A,26,1026,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,206.14468407099776,18.664979445099743,,19.494889620000322,,0.10206919189326909,ok,,2026-01-26T07:28:09.631956
1,A,27,1027,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,209.1822756099973,18.89049830879994,,20.27729252199788,,0.07954349294610104,ok,,2026-01-26T07:31:36.229969
1,A,28,1028,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,203.01575455000057,18.300267278700268,,20.0130817629979,,0.09367818348593808,ok,,2026-01-26T07:35:05.869923
1,A,29,1029,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,209.68133654700068,19.014751472300123,,19.53382182399946,,0.05489517426445088,ok,,2026-01-26T07:38:29.342500
1,A,30,1030,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,205.50474899600158,18.55038924370019,,20.000856558999658,,0.04459276016819836,ok,,2026-01-26T07:41:59.473181
1,A,31,1031,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,208.87471386299876,18.81906051699989,,20.68410869299987,,0.07204385525740811,ok,,2026-01-26T07:45:25.432324
1,A,32,1032,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,208.86300380600005,18.921807677600007,,19.644927029999963,,0.051354431543325384,ok,,2026-01-26T07:48:54.751844
1,A,33,1033,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,210.21158204099993,18.74676777630011,,22.74390427799881,,0.055027125863333665,ok,,2026-01-26T07:52:24.070305
1,A,34,1034,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,207.0527529989995,18.74954907829997,,19.5572622159998,,0.1440799774159688,ok,,2026-01-26T07:55:54.725165
1,A,35,1035,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,206.39063118400009,18.702838576900103,,19.36224541499905,,0.06792812208463944,ok,,2026-01-26T07:59:22.234648
1,A,36,1036,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,208.64657769800033,18.838293211600103,,20.2636455819993,,0.08152497933081097,ok,,2026-01-26T08:02:49.082632
1,A,37,1037,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,207.2022826680004,18.767086850399938,,19.531414164001035,,0.047380899744904365,ok,,2026-01-26T08:06:18.182718
1,A,38,1038,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,211.78324953800256,19.119695119400422,,20.58629834399835,,0.06300633194623845,ok,,2026-01-26T08:09:45.832053
1,A,39,1039,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,204.46344474500074,18.444868634199885,,20.014758403001906,,0.05287875709129345,ok,,2026-01-26T08:13:18.059124
1,A,40,1040,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,223.32872063299874,20.318296900899803,,20.145751624000695,,0.07704491560889472,ok,,2026-01-26T08:16:42.983296
1,A,41,1041,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,200.32890721700096,17.987332612499813,,20.45558109200283,,0.06336172988245291,ok,,2026-01-26T08:20:26.760167
1,A,42,1042,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,199.9728026800003,17.998948060600014,,19.98332207400017,,0.05826041307148722,ok,,2026-01-26T08:23:47.547680
1,A,43,1043,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,205.1154456530021,18.489326204600367,,20.222183606998442,,0.0779593401790222,ok,,2026-01-26T08:27:07.978849
1,A,44,1044,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,210.06477574499877,18.93731778659967,,20.691597879002074,,0.09486854995034175,ok,,2026-01-26T08:30:33.547962
1,A,45,1045,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,207.71532433599714,18.813832462499704,,19.5769997110001,,0.07131904799972678,ok,,2026-01-26T08:34:04.063688
1,A,46,1046,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,201.92159604699918,18.15714360739985,,20.3501599730007,,0.08142272902563188,ok,,2026-01-26T08:37:32.226587
1,A,47,1047,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,201.8392584079993,18.144090403800146,,20.398354369997833,,0.07042797125716804,ok,,2026-01-26T08:40:54.605473
1,A,48,1048,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,202.00600276399928,18.18953040839988,,20.110698680000496,,0.11770590357586136,ok,,2026-01-26T08:44:16.899811
1,A,49,1049,1233,1000,1000,5,200,300,idc,cvxpy_scs,pairwise,10,10,,,,,,,28,201.54390538799998,18.118925258499804,,20.354652803001954,,0.10619533529425186,ok,,2026-01-26T08:47:39.362094
